# fid r11 r12 r13 tx r21 r22 r23 ty r31 r32 r33 tz
203 0.99975 -0.01332 -0.01806 -0.43000 0.01352 0.99985 0.01106 -6.90672 0.01791 -0.01131 0.99978 -0.03039
204 0.99975 -0.01198 -0.01875 -0.40115 0.01217 0.99987 0.01014 -6.94529 0.01863 -0.01036 0.99977 -0.02497
205 0.99973 -0.01391 -0.01847 -0.44714 0.01410 0.99984 0.01065 -6.99483 0.01832 -0.01091 0.99977 -0.02443
206 0.99977 -0.01069 -0.01858 -0.40268 0.01091 0.99987 0.01201 -7.03388 0.01845 -0.01221 0.99976 -0.01876
207 0.99972 -0.01320 -0.01943 -0.44234 0.01346 0.99982 0.01315 -7.08198 0.01926 -0.01341 0.99972 -0.02366
208 0.99973 -0.01309 -0.01913 -0.38370 0.01335 0.99982 0.01353 -7.09427 0.01895 -0.01378 0.99973 -0.02167
209 0.99962 -0.01521 -0.02279 -0.41675 0.01557 0.99976 0.01550 -7.15558 0.02254 -0.01585 0.99962 -0.01805
210 0.99960 -0.01323 -0.02484 -0.42463 0.01368 0.99974 0.01801 -7.19307 0.02460 -0.01834 0.99953 -0.01486
211 0.99960 -0.01411 -0.02459 -0.44324 0.01460 0.99969 0.02013 -7.22393 0.02430 -0.02048 0.99950 -0.02043
212 0.99965 -0.01068 -0.02434 -0.40209 0.01112 0.99978 0.01805 -7.27166 0.02414 -0.01832 0.99954 -0.01493
213 0.99958 -0.01537 -0.02438 -0.43775 0.01590 0.99964 0.02169 -7.30241 0.02403 -0.02207 0.99947 -0.02023
214 0.99965 -0.01431 -0.02206 -0.42418 0.01481 0.99963 0.02263 -7.32885 0.02173 -0.02295 0.99950 -0.01958
215 0.99963 -0.01617 -0.02202 -0.44109 0.01667 0.99960 0.02279 -7.37159 0.02165 -0.02315 0.99950 -0.02410
216 0.99970 -0.01406 -0.01996 -0.43688 0.01451 0.99965 0.02229 -7.42303 0.01964 -0.02258 0.99955 -0.01447
217 0.99970 -0.01418 -0.01998 -0.41948 0.01464 0.99963 0.02298 -7.46144 0.01965 -0.02327 0.99954 -0.01759
218 0.99965 -0.01693 -0.02019 -0.43255 0.01736 0.99961 0.02180 -7.50201 0.01981 -0.02214 0.99956 -0.01768
219 0.99956 -0.02188 -0.02005 -0.43685 0.02232 0.99951 0.02175 -7.53409 0.01957 -0.02219 0.99956 -0.01633
220 0.99943 -0.02759 -0.01941 -0.43948 0.02801 0.99938 0.02128 -7.57784 0.01881 -0.02181 0.99959 -0.02176
221 0.99894 -0.04122 -0.02070 -0.39984 0.04160 0.99897 0.01808 -7.59119 0.01993 -0.01892 0.99962 -0.01616
222 0.99797 -0.06040 -0.02006 -0.42665 0.06077 0.99798 0.01827 -7.63358 0.01891 -0.01945 0.99963 -0.01457
223 0.99697 -0.07540 -0.01921 -0.43417 0.07574 0.99697 0.01800 -7.68143 0.01779 -0.01940 0.99965 -0.01220
224 0.99528 -0.09532 -0.01836 -0.39481 0.09567 0.99523 0.01905 -7.71022 0.01646 -0.02071 0.99965 -0.01384
225 0.99332 -0.11367 -0.01998 -0.40913 0.11404 0.99331 0.01827 -7.76151 0.01777 -0.02043 0.99963 -0.01566
226 0.99098 -0.13261 -0.01943 -0.43375 0.13296 0.99095 0.01830 -7.78469 0.01682 -0.02072 0.99964 -0.01323
227 0.98827 -0.15138 -0.02016 -0.38291 0.15175 0.98825 0.01828 -7.79709 0.01716 -0.02112 0.99963 -0.01167
228 0.98477 -0.17259 -0.02087 -0.39352 0.17296 0.98477 0.01760 -7.82933 0.01751 -0.02094 0.99963 -0.01173
229 0.98168 -0.18930 -0.02178 -0.38484 0.18965 0.98174 0.01514 -7.86968 0.01852 -0.01900 0.99965 -0.01342
230 0.97996 -0.19816 -0.02044 -0.41252 0.19847 0.98000 0.01450 -7.96987 0.01716 -0.01827 0.99969 -0.01729
231 0.97682 -0.21284 -0.02278 -0.36933 0.21319 0.97691 0.01387 -7.97245 0.01930 -0.01841 0.99964 -0.00837
232 0.97361 -0.22706 -0.02299 -0.37168 0.22741 0.97370 0.01374 -8.00814 0.01926 -0.01861 0.99964 -0.00902
233 0.96929 -0.24498 -0.02156 -0.34111 0.24529 0.96936 0.01308 -8.02584 0.01770 -0.01796 0.99968 -0.01643
234 0.96518 -0.26058 -0.02282 -0.32670 0.26090 0.96528 0.01258 -8.10739 0.01875 -0.01809 0.99966 -0.00570
235 0.95980 -0.27816 -0.03759 -0.31352 0.27890 0.96019 0.01603 -8.14085 0.03163 -0.02586 0.99916 0.07462
236 0.95560 -0.29166 -0.04202 -0.33427 0.29320 0.95534 0.03693 -8.17183 0.02937 -0.04761 0.99843 0.06533
237 0.95239 -0.30283 -0.03525 -0.34084 0.30443 0.95088 0.05609 -8.14617 0.01653 -0.06415 0.99780 -0.02234
238 0.94877 -0.31310 -0.04247 -0.34165 0.31528 0.94698 0.06190 -8.15047 0.02083 -0.07211 0.99718 -0.02883
239 0.94324 -0.32925 -0.04350 -0.33249 0.33174 0.94027 0.07640 -8.18722 0.01575 -0.08649 0.99613 -0.04486
240 0.93841 -0.34229 -0.04714 -0.33019 0.34510 0.93524 0.07896 -8.26072 0.01705 -0.09037 0.99576 -0.00097
241 0.93268 -0.35548 -0.06109 -0.33791 0.35967 0.92936 0.08328 -8.31066 0.02717 -0.09964 0.99465 0.03347
242 0.92734 -0.36816 -0.06713 -0.27470 0.37291 0.92413 0.08323 -8.32083 0.03139 -0.10222 0.99427 0.05100
243 0.92127 -0.38248 -0.07044 -0.25947 0.38762 0.91780 0.08603 -8.35849 0.03175 -0.10656 0.99380 0.02478
244 0.91452 -0.39864 -0.06879 -0.26093 0.40367 0.91037 0.09096 -8.35146 0.02636 -0.11095 0.99348 -0.00780
245 0.91136 -0.40608 -0.06718 -0.26213 0.41104 0.90645 0.09695 -8.41038 0.02153 -0.11597 0.99302 0.00573
246 0.90997 -0.40879 -0.06967 -0.24385 0.41392 0.90558 0.09277 -8.46050 0.02517 -0.11325 0.99325 0.02393
247 0.90875 -0.41124 -0.07109 -0.22574 0.41662 0.90395 0.09650 -8.50343 0.02457 -0.11731 0.99279 0.03414
248 0.90837 -0.41231 -0.06977 -0.22163 0.41760 0.90311 0.10005 -8.52566 0.02176 -0.12002 0.99253 0.02995
249 0.90963 -0.41060 -0.06307 -0.15841 0.41523 0.90321 0.10863 -8.54977 0.01236 -0.12501 0.99208 -0.02746
250 0.90532 -0.41880 -0.07078 -0.18537 0.42408 0.90055 0.09574 -8.56242 0.02365 -0.11669 0.99289 -0.01194
251 0.90097 -0.42456 -0.08943 -0.15286 0.43012 0.90106 0.05563 -8.64094 0.05696 -0.08859 0.99444 0.03509
252 0.89731 -0.43251 -0.08820 -0.16866 0.43659 0.89906 0.03294 -8.68040 0.06505 -0.06806 0.99556 0.06326
253 0.89899 -0.42591 -0.10210 -0.18292 0.43117 0.90157 0.03554 -8.75542 0.07691 -0.07598 0.99414 0.10322
254 0.89979 -0.42170 -0.11200 -0.15989 0.42846 0.90248 0.04412 -8.74822 0.08247 -0.08769 0.99273 0.04359
255 0.90192 -0.41534 -0.11843 -0.11892 0.42308 0.90476 0.04901 -8.80914 0.08679 -0.09431 0.99175 0.00804
256 0.90210 -0.41084 -0.13204 -0.13739 0.42024 0.90589 0.05245 -8.80914 0.09807 -0.10281 0.98986 -0.03090
257 0.90330 -0.40869 -0.13045 -0.08012 0.41731 0.90759 0.04622 -8.83259 0.09950 -0.09619 0.99038 -0.00622
258 0.90448 -0.40316 -0.13918 -0.09444 0.41306 0.90931 0.05041 -8.91454 0.10623 -0.10308 0.98898 0.10240
259 0.90742 -0.39540 -0.14230 -0.09511 0.40634 0.91193 0.05720 -8.95746 0.10715 -0.10972 0.98817 0.09353
260 0.91013 -0.38900 -0.14263 -0.08696 0.40030 0.91438 0.06054 -8.97897 0.10687 -0.11220 0.98792 0.07826
261 0.91273 -0.38416 -0.13912 -0.06788 0.39508 0.91663 0.06085 -8.96749 0.10415 -0.11050 0.98840 0.02751
262 0.91122 -0.38015 -0.15861 -0.08997 0.39490 0.91574 0.07392 -8.97149 0.11715 -0.12999 0.98457 0.07637
263 0.92202 -0.35965 -0.14329 -0.08871 0.37254 0.92493 0.07561 -9.11829 0.10534 -0.12310 0.98679 0.00462
264 0.92759 -0.35828 -0.10592 -0.00976 0.36576 0.92865 0.06185 -9.09921 0.07621 -0.09611 0.99245 -0.02798
265 0.93288 -0.35450 -0.06367 0.10989 0.35743 0.93298 0.04236 -9.13954 0.04438 -0.06228 0.99707 0.01605
266 0.93592 -0.34926 -0.04556 0.07608 0.35094 0.93570 0.03613 -9.19007 0.03001 -0.04980 0.99831 0.17422
267 0.93763 -0.34336 -0.05441 0.00944 0.34588 0.93710 0.04689 -9.21385 0.03489 -0.06278 0.99742 0.11947
268 0.93993 -0.33769 -0.04993 0.03603 0.33992 0.93933 0.04597 -9.26454 0.03138 -0.06019 0.99769 0.01728
269 0.94196 -0.33269 -0.04510 0.10249 0.33470 0.94107 0.04855 -9.28585 0.02629 -0.06082 0.99780 -0.01192
270 0.94350 -0.32665 -0.05580 0.13965 0.32927 0.94308 0.04676 -9.31607 0.03735 -0.06249 0.99735 0.01911
271 0.94606 -0.31917 -0.05562 0.13891 0.32214 0.94499 0.05668 -9.35589 0.03447 -0.07154 0.99684 0.11420
272 0.94852 -0.31154 -0.05695 0.10386 0.31502 0.94663 0.06817 -9.40418 0.03267 -0.08260 0.99605 0.12720
273 0.95129 -0.30449 -0.04828 0.07820 0.30733 0.94901 0.07028 -9.44152 0.02442 -0.08170 0.99636 0.09560
274 0.95282 -0.30078 -0.04079 0.11768 0.30296 0.95066 0.06682 -9.45761 0.01868 -0.07603 0.99693 0.02921
275 0.95278 -0.30102 -0.03988 0.19298 0.30312 0.95065 0.06621 -9.48553 0.01798 -0.07518 0.99701 0.05228
276 0.95283 -0.30160 -0.03379 0.21720 0.30323 0.95072 0.06472 -9.52837 0.01261 -0.07191 0.99733 0.10849
277 0.95287 -0.30169 -0.03203 0.20333 0.30317 0.95090 0.06236 -9.58917 0.01165 -0.06913 0.99754 0.14890
278 0.95324 -0.30138 -0.02226 0.20205 0.30217 0.95167 0.05488 -9.61922 0.00464 -0.05904 0.99824 0.10736
279 0.95245 -0.30372 -0.02419 0.20170 0.30460 0.95104 0.05234 -9.65257 0.00711 -0.05722 0.99834 0.09159
280 0.95252 -0.30399 -0.01688 0.19940 0.30446 0.95128 0.04866 -9.69077 0.00127 -0.05149 0.99867 0.05045
281 0.95235 -0.30391 -0.02595 0.23225 0.30485 0.95121 0.04758 -9.73143 0.01023 -0.05322 0.99853 0.08897
282 0.95188 -0.30501 -0.02983 0.24550 0.30612 0.95092 0.04522 -9.76174 0.01458 -0.05217 0.99853 0.07082
283 0.95197 -0.30517 -0.02506 0.25743 0.30599 0.95113 0.04154 -9.79135 0.01116 -0.04721 0.99882 0.04221
284 0.95179 -0.30610 -0.01974 0.24942 0.30665 0.95107 0.03779 -9.84051 0.00721 -0.04202 0.99909 0.05900
285 0.95268 -0.30352 -0.01649 0.26277 0.30392 0.95212 0.03332 -9.88916 0.00559 -0.03676 0.99931 0.08833
286 0.95431 -0.29820 -0.01919 0.29555 0.29861 0.95408 0.02375 -9.94795 0.01123 -0.02839 0.99953 0.11610
287 0.95359 -0.30077 -0.01435 0.30591 0.30106 0.95323 0.02689 -9.95750 0.00559 -0.02996 0.99954 0.10467
288 0.95430 -0.29865 -0.01081 0.33700 0.29884 0.95385 0.02949 -9.98936 0.00150 -0.03138 0.99951 0.09758
289 0.95303 -0.30283 -0.00464 0.34328 0.30280 0.95235 0.03658 -10.01408 -0.00666 -0.03627 0.99932 0.07920
290 0.95457 -0.29794 -0.00477 0.32901 0.29793 0.95404 0.03235 -10.10369 -0.00509 -0.03230 0.99947 0.08967
291 0.95297 -0.30300 -0.00695 0.35057 0.30308 0.95260 0.02629 -10.09014 -0.00134 -0.02716 0.99963 0.09753
292 0.95415 -0.29914 -0.01055 0.36441 0.29931 0.95387 0.02355 -10.17944 0.00302 -0.02563 0.99967 0.09538
293 0.95272 -0.30353 -0.01365 0.38230 0.30376 0.95254 0.01991 -10.17027 0.00696 -0.02312 0.99971 0.10982
294 0.95258 -0.30409 -0.01135 0.38082 0.30427 0.95235 0.02127 -10.23391 0.00434 -0.02372 0.99971 0.08301
295 0.95331 -0.30184 -0.00942 0.39606 0.30197 0.95312 0.01922 -10.29123 0.00318 -0.02116 0.99977 0.10101
296 0.95199 -0.30590 -0.01204 0.41028 0.30608 0.95184 0.01772 -10.30605 0.00604 -0.02056 0.99977 0.11299
297 0.95151 -0.30727 -0.01457 0.41350 0.30749 0.95139 0.01746 -10.35846 0.00850 -0.02109 0.99974 0.11939
298 0.95048 -0.31039 -0.01574 0.43212 0.31064 0.95036 0.01785 -10.39478 0.00942 -0.02185 0.99972 0.12176
299 0.94829 -0.31677 -0.02011 0.41969 0.31722 0.94800 0.02574 -10.42822 0.01091 -0.03079 0.99947 0.10563
300 0.94422 -0.32878 -0.01848 0.43097 0.32917 0.94396 0.02425 -10.44697 0.00947 -0.02898 0.99954 0.08937
301 0.93885 -0.34384 -0.01827 0.48595 0.34423 0.93852 0.02634 -10.46461 0.00809 -0.03102 0.99949 0.09256
302 0.93284 -0.35973 -0.02016 0.47077 0.36015 0.93261 0.02324 -10.51107 0.01044 -0.02894 0.99953 0.10673
303 0.92708 -0.37429 -0.02074 0.46742 0.37470 0.92690 0.02136 -10.54648 0.01123 -0.02757 0.99956 0.11357
304 0.92227 -0.38603 -0.01990 0.50159 0.38640 0.92209 0.02096 -10.59767 0.01026 -0.02702 0.99958 0.11450
305 0.91558 -0.40166 -0.01940 0.52566 0.40206 0.91525 0.02586 -10.59880 0.00737 -0.03148 0.99948 0.10415
306 0.91119 -0.41159 -0.01795 0.55147 0.41195 0.91079 0.02762 -10.64673 0.00498 -0.03256 0.99946 0.11278
307 0.90847 -0.41752 -0.01913 0.55371 0.41793 0.90800 0.02942 -10.69524 0.00509 -0.03472 0.99938 0.10742
308 0.90661 -0.42153 -0.01921 0.57063 0.42194 0.90615 0.02949 -10.73363 0.00498 -0.03485 0.99938 0.12322
309 0.90429 -0.42646 -0.01969 0.58040 0.42690 0.90367 0.03365 -10.76071 0.00345 -0.03883 0.99924 0.11071
310 0.90213 -0.43108 -0.01806 0.60709 0.43146 0.90146 0.03469 -10.78412 0.00133 -0.03908 0.99924 0.11880
311 0.90044 -0.43465 -0.01733 0.60693 0.43499 0.89972 0.03577 -10.83383 0.00005 -0.03975 0.99921 0.10606
312 0.89847 -0.43874 -0.01591 0.62184 0.43903 0.89777 0.03557 -10.86018 -0.00132 -0.03894 0.99924 0.11457
313 0.89646 -0.44284 -0.01590 0.65546 0.44312 0.89569 0.03708 -10.90274 -0.00218 -0.04028 0.99919 0.12091
314 0.89397 -0.44775 -0.01827 0.66509 0.44812 0.89313 0.03881 -10.93636 -0.00106 -0.04288 0.99908 0.12993
315 0.89192 -0.45172 -0.02066 0.68286 0.45219 0.89103 0.03984 -10.99042 0.00042 -0.04488 0.99899 0.12383
316 0.88677 -0.46172 -0.02129 0.69973 0.46221 0.88590 0.03929 -11.01564 0.00072 -0.04468 0.99900 0.11795
317 0.87857 -0.47717 -0.02038 0.72422 0.47761 0.87775 0.03804 -11.03150 -0.00026 -0.04315 0.99907 0.12190
318 0.86813 -0.49602 -0.01775 0.74469 0.49633 0.86731 0.03788 -11.05925 -0.00339 -0.04169 0.99912 0.11727
319 0.85673 -0.51553 -0.01574 0.75773 0.51572 0.85586 0.03920 -11.10964 -0.00674 -0.04170 0.99911 0.12543
320 0.84506 -0.53438 -0.01778 0.78110 0.53465 0.84419 0.03856 -11.11919 -0.00560 -0.04209 0.99910 0.13113
321 0.83438 -0.55081 -0.02047 0.80945 0.55118 0.83350 0.03845 -11.16049 -0.00412 -0.04337 0.99905 0.12945
322 0.82182 -0.56931 -0.02239 0.83088 0.56973 0.82088 0.03955 -11.16694 -0.00414 -0.04526 0.99897 0.13213
323 0.80534 -0.59236 -0.02307 0.85515 0.59279 0.80436 0.04002 -11.14944 -0.00515 -0.04591 0.99893 0.13364
324 0.79950 -0.60021 -0.02361 0.87201 0.60064 0.79844 0.04162 -11.24294 -0.00613 -0.04746 0.99885 0.12757
325 0.79724 -0.60320 -0.02366 0.88239 0.60363 0.79620 0.04119 -11.29819 -0.00601 -0.04712 0.99887 0.12089
326 0.79606 -0.60477 -0.02338 0.91751 0.60520 0.79514 0.03865 -11.31746 -0.00478 -0.04491 0.99898 0.13731
327 0.79206 -0.61002 -0.02279 0.93913 0.61044 0.79127 0.03554 -11.33270 -0.00364 -0.04207 0.99911 0.13860
328 0.78846 -0.61464 -0.02353 0.96121 0.61508 0.78772 0.03423 -11.36678 -0.00250 -0.04146 0.99914 0.14574
329 0.78483 -0.61926 -0.02362 0.98001 0.61971 0.78408 0.03439 -11.42713 -0.00278 -0.04163 0.99913 0.14441
330 0.77820 -0.62769 -0.02039 1.00897 0.62799 0.77746 0.03435 -11.44109 -0.00571 -0.03954 0.99920 0.12715
331 0.76660 -0.64185 -0.01857 1.03200 0.64207 0.76585 0.03494 -11.45990 -0.00820 -0.03871 0.99922 0.13501
332 0.75328 -0.65749 -0.01686 1.06753 0.65761 0.75250 0.03595 -11.46675 -0.01095 -0.03817 0.99921 0.14004
333 0.73954 -0.67286 -0.01834 1.10571 0.67301 0.73869 0.03749 -11.50109 -0.01168 -0.04007 0.99913 0.14843
334 0.72365 -0.68997 -0.01661 1.09266 0.69002 0.72279 0.03799 -11.51294 -0.01421 -0.03895 0.99914 0.14050
335 0.71417 -0.69975 -0.01760 1.11622 0.69983 0.71329 0.03821 -11.54609 -0.01419 -0.03960 0.99911 0.14356
336 0.71015 -0.70368 -0.02270 1.18010 0.70398 0.70927 0.03677 -11.58560 -0.00978 -0.04209 0.99907 0.16962
337 0.70741 -0.70615 -0.03039 1.19084 0.70676 0.70623 0.04167 -11.62795 -0.00797 -0.05096 0.99867 0.16603
338 0.70820 -0.70533 -0.03102 1.19937 0.70595 0.70688 0.04427 -11.63522 -0.00929 -0.05325 0.99854 0.13180
339 0.70654 -0.70692 -0.03269 1.24655 0.70768 0.70572 0.03404 -11.67297 -0.00099 -0.04718 0.99889 0.16247
340 0.70172 -0.71155 -0.03598 1.25954 0.71245 0.70071 0.03766 -11.69880 -0.00158 -0.05206 0.99864 0.14966
341 0.70446 -0.70882 -0.03633 1.30558 0.70975 0.70358 0.03518 -11.74216 0.00063 -0.05057 0.99872 0.16294
342 0.70186 -0.71142 -0.03556 1.29910 0.71231 0.70084 0.03804 -11.76364 -0.00215 -0.05203 0.99864 0.16059
343 0.70241 -0.71072 -0.03855 1.35468 0.71177 0.70153 0.03536 -11.79091 0.00192 -0.05228 0.99863 0.20967
344 0.70046 -0.71284 -0.03473 1.38011 0.71363 0.69897 0.04652 -11.80348 -0.00889 -0.05737 0.99831 0.16894
345 0.69747 -0.71574 -0.03542 1.40733 0.71654 0.69583 0.04888 -11.85894 -0.01034 -0.05947 0.99818 0.16093
346 0.69227 -0.72082 -0.03440 1.42792 0.72148 0.69035 0.05367 -11.88216 -0.01494 -0.06197 0.99797 0.14021
347 0.67939 -0.73282 -0.03746 1.46464 0.73366 0.67751 0.05215 -11.87778 -0.01284 -0.06292 0.99794 0.15781
348 0.66051 -0.74986 -0.03784 1.49153 0.75069 0.65866 0.05122 -11.88551 -0.01348 -0.06224 0.99797 0.15435
349 0.63873 -0.76851 -0.03767 1.51647 0.76931 0.63700 0.04895 -11.94555 -0.01362 -0.06025 0.99809 0.14532
350 0.61823 -0.78508 -0.03793 1.51659 0.78595 0.61695 0.04082 -11.94853 -0.00865 -0.05504 0.99845 0.15841
351 0.59803 -0.80054 -0.03856 1.56521 0.80145 0.59702 0.03521 -11.97188 -0.00517 -0.05196 0.99864 0.16877
352 0.57343 -0.81848 -0.03569 1.57770 0.81923 0.57254 0.03265 -11.97554 -0.00629 -0.04796 0.99883 0.16433
353 0.55657 -0.82998 -0.03699 1.65687 0.83078 0.55569 0.03179 -12.00139 -0.00583 -0.04843 0.99881 0.17183
354 0.53725 -0.84262 -0.03682 1.66573 0.84338 0.53629 0.03319 -12.02904 -0.00822 -0.04889 0.99877 0.16921
355 0.51909 -0.85393 -0.03671 1.69595 0.85470 0.51832 0.02884 -12.05844 -0.00560 -0.04634 0.99891 0.17637
356 0.50118 -0.86460 -0.03582 1.71400 0.86532 0.50041 0.02865 -12.06531 -0.00685 -0.04535 0.99895 0.17184
357 0.48371 -0.87468 -0.03100 1.74034 0.87518 0.48301 0.02744 -12.06994 -0.00902 -0.04040 0.99914 0.15924
358 0.46690 -0.88407 -0.02056 1.78769 0.88408 0.46612 0.03374 -12.09776 -0.02025 -0.03393 0.99922 0.15726
359 0.45088 -0.89235 -0.02036 1.83447 0.89242 0.45025 0.02930 -12.10712 -0.01697 -0.03138 0.99936 0.19808
360 0.43275 -0.90121 -0.02354 1.88991 0.90136 0.43204 0.03004 -12.13463 -0.01690 -0.03422 0.99927 0.18260
361 0.41382 -0.91011 -0.02121 1.91241 0.91019 0.41318 0.02888 -12.13824 -0.01752 -0.03125 0.99936 0.18046
362 0.39612 -0.91795 -0.02138 1.93427 0.91801 0.39546 0.02951 -12.16432 -0.01863 -0.03131 0.99934 0.17291
363 0.38207 -0.92391 -0.02041 1.97526 0.92399 0.38153 0.02593 -12.17980 -0.01617 -0.02877 0.99946 0.17779
364 0.36546 -0.93063 -0.01923 2.02932 0.93069 0.36497 0.02478 -12.18938 -0.01604 -0.02696 0.99951 0.18955
365 0.34257 -0.93932 -0.01779 2.02968 0.93928 0.34204 0.02752 -12.19069 -0.01976 -0.02614 0.99946 0.17567
366 0.32198 -0.94652 -0.02065 2.06029 0.94665 0.32157 0.02104 -12.20903 -0.01327 -0.02632 0.99957 0.20450
367 0.30288 -0.95279 -0.02120 2.08898 0.95288 0.30237 0.02438 -12.22024 -0.01682 -0.02759 0.99948 0.18761
368 0.28980 -0.95683 -0.02194 2.14335 0.95673 0.28899 0.03392 -12.23528 -0.02611 -0.03082 0.99918 0.17389
369 0.28607 -0.95795 -0.02244 2.18803 0.95810 0.28561 0.02179 -12.25185 -0.01447 -0.02774 0.99951 0.19754
370 0.28769 -0.95755 -0.01832 2.24061 0.95762 0.28734 0.01990 -12.26043 -0.01379 -0.02327 0.99963 0.18493
371 0.28399 -0.95865 -0.01841 2.24496 0.95873 0.28364 0.01969 -12.27242 -0.01366 -0.02324 0.99964 0.18841
372 0.28734 -0.95765 -0.01844 2.31353 0.95772 0.28697 0.02042 -12.29802 -0.01426 -0.02352 0.99962 0.18296
373 0.28253 -0.95913 -0.01591 2.30824 0.95907 0.28209 0.02483 -12.29183 -0.01933 -0.02227 0.99956 0.17385
374 0.28116 -0.95954 -0.01539 2.38400 0.95951 0.28079 0.02251 -12.31100 -0.01728 -0.02110 0.99963 0.19268
375 0.27976 -0.95996 -0.01480 2.41439 0.95990 0.27939 0.02294 -12.31576 -0.01789 -0.02062 0.99963 0.19778
376 0.27969 -0.95994 -0.01690 2.46112 0.95997 0.27933 0.02104 -12.32125 -0.01548 -0.02211 0.99964 0.19150
377 0.27777 -0.96052 -0.01543 2.48553 0.96052 0.27744 0.02051 -12.35195 -0.01542 -0.02052 0.99967 0.19390
378 0.27959 -0.96000 -0.01507 2.52641 0.95999 0.27926 0.02089 -12.35472 -0.01584 -0.02031 0.99967 0.18626
379 0.27907 -0.96013 -0.01634 2.56456 0.96018 0.27877 0.01835 -12.37671 -0.01306 -0.02081 0.99970 0.20604
380 0.28309 -0.95897 -0.01551 2.59674 0.95898 0.28277 0.01979 -12.38572 -0.01459 -0.02048 0.99968 0.20555
381 0.28864 -0.95733 -0.01451 2.64777 0.95729 0.28830 0.02173 -12.40023 -0.01662 -0.02016 0.99966 0.19426
382 0.29169 -0.95642 -0.01356 2.67723 0.95632 0.29131 0.02426 -12.39310 -0.01925 -0.02005 0.99961 0.18126
383 0.29311 -0.95596 -0.01523 2.72038 0.95600 0.29284 0.01765 -12.41763 -0.01241 -0.01973 0.99973 0.21190
384 0.29760 -0.95452 -0.01781 2.75489 0.95461 0.29729 0.01831 -12.43837 -0.01218 -0.02245 0.99967 0.21128
385 0.30471 -0.95222 -0.02079 2.79424 0.95233 0.30425 0.02228 -12.45085 -0.01489 -0.02659 0.99954 0.19810
386 0.30945 -0.95072 -0.01927 2.83020 0.95079 0.30902 0.02252 -12.45862 -0.01546 -0.02529 0.99956 0.19046
387 0.31245 -0.94980 -0.01594 2.85950 0.94980 0.31207 0.02241 -12.46057 -0.01631 -0.02214 0.99962 0.18889
388 0.31131 -0.95016 -0.01702 2.89602 0.95023 0.31101 0.01817 -12.46248 -0.01197 -0.02183 0.99969 0.19609
389 0.31732 -0.94817 -0.01673 2.92505 0.94822 0.31698 0.02025 -12.48973 -0.01389 -0.02229 0.99965 0.21108
390 0.33424 -0.94235 -0.01620 2.98013 0.94240 0.33392 0.01950 -12.51717 -0.01297 -0.02178 0.99968 0.20132
391 0.35509 -0.93469 -0.01615 3.04004 0.93473 0.35473 0.02125 -12.53699 -0.01414 -0.02264 0.99964 0.19451
392 0.37660 -0.92623 -0.01629 3.06901 0.92630 0.37629 0.01920 -12.56935 -0.01165 -0.02232 0.99968 0.20306
393 0.38711 -0.92191 -0.01522 3.08097 0.92199 0.38687 0.01653 -12.56491 -0.00935 -0.02043 0.99975 0.20630
394 0.38784 -0.92163 -0.01357 3.11699 0.92164 0.38756 0.01952 -12.58067 -0.01273 -0.02008 0.99972 0.20791
395 0.38599 -0.92240 -0.01365 3.14947 0.92238 0.38566 0.02189 -12.59022 -0.01493 -0.02104 0.99967 0.19207
396 0.38613 -0.92236 -0.01265 3.19753 0.92237 0.38589 0.01792 -12.61297 -0.01165 -0.01859 0.99976 0.20614
397 0.38549 -0.92258 -0.01589 3.21775 0.92266 0.38522 0.01751 -12.62455 -0.01003 -0.02141 0.99972 0.21048
398 0.38731 -0.92186 -0.01253 3.26747 0.92188 0.38709 0.01710 -12.64298 -0.01091 -0.01817 0.99978 0.20635
399 0.38561 -0.92259 -0.01175 3.29544 0.92259 0.38538 0.01783 -12.64975 -0.01192 -0.01771 0.99977 0.19998
400 0.38587 -0.92250 -0.00949 3.35718 0.92244 0.38565 0.01948 -12.68120 -0.01431 -0.01627 0.99977 0.19038
401 0.38039 -0.92480 -0.00727 3.35199 0.92472 0.38021 0.01826 -12.68467 -0.01413 -0.01367 0.99981 0.20441
402 0.37946 -0.92519 -0.00517 3.40829 0.92504 0.37928 0.02091 -12.70901 -0.01738 -0.01271 0.99977 0.17812
403 0.37709 -0.92615 -0.00698 3.44038 0.92611 0.37697 0.01454 -12.70256 -0.01083 -0.01195 0.99987 0.20054
404 0.37884 -0.92530 -0.01756 3.50282 0.92544 0.37863 0.01403 -12.75233 -0.00633 -0.02157 0.99975 0.25016
405 0.38213 -0.92398 -0.01558 3.53378 0.92410 0.38201 0.01015 -12.75821 -0.00343 -0.01827 0.99983 0.26880
406 0.37686 -0.92627 0.00211 3.53970 0.92624 0.37686 0.00745 -12.77358 -0.00770 -0.00085 0.99997 0.19167
407 0.37698 -0.92618 0.00855 3.59401 0.92615 0.37705 0.00905 -12.77689 -0.01161 0.00451 0.99992 0.19297
408 0.37228 -0.92810 0.00677 3.63604 0.92805 0.37233 0.00961 -12.80432 -0.01144 0.00270 0.99993 0.19265
409 0.36933 -0.92928 0.00549 3.66630 0.92925 0.36936 0.00857 -12.81066 -0.00999 0.00193 0.99995 0.20936
410 0.36783 -0.92989 0.00289 3.69919 0.92987 0.36784 0.00571 -12.82556 -0.00637 0.00058 0.99998 0.22892
